11,"شقة للـ إيجار في ميفيدا","Apartment for rent in Mivida","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",2458923.00,24589.23,rent,467.00,5,2,2,2018,,,approved,2,9,1,2,3,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.41582900,31.32512200
12,"ستوديو للـ إيجار في ميفيدا","Studio for rent in Mivida","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",4240652.00,42406.52,rent,471.00,2,2,0,1990,,,approved,2,9,8,2,4,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.41762900,31.32822200
13,"بنتهاوس للـ بيع في ميفيدا","Penthouse for sale in Mivida","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",2605694.00,26056.94,sale,114.00,4,3,0,1986,,,approved,6,9,7,2,4,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.42782900,31.32672200
14,"بنتهاوس للـ إيجار في ميفيدا","Penthouse for rent in Mivida","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",2332327.00,23323.27,rent,416.00,3,1,0,1980,,,approved,5,9,7,2,3,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.41452900,31.31322200
15,"بنتهاوس للـ إيجار في ميفيدا","Penthouse for rent in Mivida","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",7893833.00,78938.33,rent,454.00,5,4,0,1992,,,approved,3,9,7,2,8,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.41422900,31.31132200
16,"فيلا للـ إيجار في كايرو جيت","Villa for rent in Cairo Gate","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",20571978.00,205719.78,rent,351.00,1,1,1,1987,,,approved,6,8,2,3,8,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.70883600,30.66255400
17,"ستوديو للـ بيع في كايرو جيت","Studio for sale in Cairo Gate","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",3796913.00,37969.13,sale,258.00,1,1,1,1980,,,approved,5,8,8,3,8,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.71343600,30.66915400
18,"توين هاوس للـ إيجار في كايرو جيت","Twin House for rent in Cairo Gate","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",28422871.00,284228.71,rent,363.00,2,1,1,1996,,,approved,5,8,4,3,6,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.71043600,30.66655400
19,"توين هاوس للـ إيجار في كايرو جيت","Twin House for rent in Cairo Gate","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",25702743.00,257027.43,rent,474.00,5,3,1,1984,,,approved,4,8,4,3,6,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.70963600,30.67115400
20,"شاليه للـ إيجار في كايرو جيت","Chalet for rent in Cairo Gate","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",4487894.00,44878.94,rent,418.00,4,4,1,1986,,,approved,2,8,5,3,1,"2025-12-25 08:48:24","2025-12-30 09:46:10",30.69963600,30.67255400
21,"ستوديو للـ بيع في كايرو جيت","Studio for sale in Cairo Gate","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",3528309.00,35283.09,sale,439.00,5,3,1,1973,,,approved,3,8,8,3,4,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.71593600,30.67215400
22,"بنتهاوس للـ إيجار في كايرو جيت","Penthouse for rent in Cairo Gate","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",1999115.00,19991.15,rent,168.00,4,4,2,2021,,,approved,6,8,7,3,1,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.70713600,30.66645400
23,"دوبلكس للـ إيجار في كايرو جيت","Duplex for rent in Cairo Gate","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",6704842.00,67048.42,rent,341.00,2,3,0,2023,,,approved,4,8,6,3,3,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.70953600,30.65505400
24,"بنتهاوس للـ بيع في فيليت","Penthouse for sale in Villette","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",4994804.00,49948.04,sale,139.00,1,4,1,2007,,,approved,4,9,7,4,4,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.02336700,30.04616500
25,"مكتب للـ إيجار في فيليت","Office for rent in Villette","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",3379537.00,33795.37,rent,302.00,2,1,2,1977,,,approved,2,9,10,4,7,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.03936700,30.04616500
26,"محلات للـ بيع في فيليت","Shop for sale in Villette","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",4752022.00,47520.22,sale,103.00,5,1,0,1982,,,approved,5,9,11,4,6,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.04126700,30.05486500
27,"تاون هاوس للـ بيع في فيليت","Townhouse for sale in Villette","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",6628287.00,66282.87,sale,191.00,3,1,0,2011,,,approved,2,9,3,4,3,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.03036700,30.05066500
28,"بنتهاوس للـ إيجار في فيليت","Penthouse for rent in Villette","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",3933822.00,39338.22,rent,342.00,6,2,1,2008,,,approved,3,9,7,4,3,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.02786700,30.06546500
29,"ستوديو للـ إيجار في فيليت","Studio for rent in Villette","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",3871003.00,38710.03,rent,209.00,4,3,2,1995,,,approved,3,9,8,4,5,"2025-12-25 08:48:25","2025-12-30 09:46:11",30.02366700,30.06386500
30,"دوبلكس للـ بيع في سوديك ويست","Duplex for sale in SODIC West","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",3039005.00,30390.05,sale,346.00,1,4,2,2021,,,approved,6,8,6,5,5,"2025-12-25 08:48:25","2025-12-30 09:46:11",29.12613900,31.15993400
31,"شقة للـ إيجار في سوديك ويست","Apartment for rent in SODIC West","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",6161049.00,61610.49,rent,393.00,6,1,1,1988,,,approved,6,8,1,5,5,"2025-12-25 08:48:25","2025-12-30 09:46:12",29.12833900,31.14963400
32,"مكتب للـ إيجار في سوديك ويست","Office for rent in SODIC West","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",6570644.00,65706.44,rent,111.00,5,2,2,2014,,,approved,2,8,10,5,1,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.14043900,31.15333400
33,"مكتب للـ إيجار في سوديك ويست","Office for rent in SODIC West","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",6387700.00,63877.00,rent,292.00,1,2,0,2014,,,approved,2,8,10,5,6,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.13393900,31.14673400
34,"فيلا للـ إيجار في سوديك ويست","Villa for rent in SODIC West","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",15369498.00,153694.98,rent,299.00,2,3,0,1990,,,approved,3,8,2,5,3,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.12903900,31.16563400
35,"توين هاوس للـ إيجار في سوديك ويست","Twin House for rent in SODIC West","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",26558068.00,265580.68,rent,95.00,1,1,0,2010,,,approved,4,8,4,5,2,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.12943900,31.15603400
36,"توين هاوس للـ بيع في سوديك ويست","Twin House for sale in SODIC West","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",7342930.00,73429.30,sale,462.00,3,4,2,2008,,,approved,5,8,4,5,6,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.13013900,31.15763400
37,"شقة للـ إيجار في سوديك ويست","Apartment for rent in SODIC West","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",4490054.00,44900.54,rent,168.00,3,4,2,2011,,,approved,6,8,1,5,8,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.12853900,31.14863400
38,"بنتهاوس للـ إيجار في سوديك ويست","Penthouse for rent in SODIC West","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",2790690.00,27906.90,rent,287.00,2,4,1,2004,,,approved,3,8,7,5,2,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.13773900,31.15303400
39,"فيلا للـ بيع في سوديك ويست","Villa for sale in SODIC West","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",42897113.00,428971.13,sale,465.00,1,4,0,1979,,,approved,4,8,2,5,7,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.12943900,31.15833400
40,"شقة للـ بيع في بالم هيلز الإسكندرية","Apartment for sale in Palm Hills Alexandria","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",6576802.00,65768.02,sale,403.00,1,4,2,1985,,,approved,2,3,1,6,7,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.34484000,31.05623100
41,"شقة للـ إيجار في بالم هيلز الإسكندرية","Apartment for rent in Palm Hills Alexandria","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",3572521.00,35725.21,rent,457.00,4,2,1,2007,,,approved,2,3,1,6,8,"2025-12-25 08:48:26","2025-12-30 09:46:12",29.34524000,31.04963100
42,"دوبلكس للـ بيع في بالم هيلز الإسكندرية","Duplex for sale in Palm Hills Alexandria","شقة دوبلكس بتصميم عصري وتشطيبات خاصة. تحتوي على ريسبشن كبير ومطبخ أمريكي. الموقع قريب جداً من المدارس والجامعات، مما يجعلها مثالية للعائلات.","Duplex apartment with modern design and special finishes. It features a large reception and an American kitchen. The location is very close to schools and universities, making it ideal for families.",6397540.00,63975.40,sale,141.00,6,4,0,2022,,,approved,4,3,6,6,6,"2025-12-25 08:48:26","2025-12-30 09:46:13",29.32834000,31.05363100
43,"شاليه للـ إيجار في بالم هيلز الإسكندرية","Chalet for rent in Palm Hills Alexandria","شقة سكنية فاخرة في موقع متميز، تتميز بتشطيبات عالية الجودة (الترا سوبر لوكس). الشقة واسعة ومصممة بعناية لتوفير أقصى درجات الراحة. تطل على مساحات خضراء واسعة وقريبة من المولات والخدمات الرئيسية.","Luxury residential apartment in a prime location, featuring high-quality finishes (Ultra Super Lux). The apartment is spacious and carefully designed to provide maximum comfort. It overlooks vast green spaces and is close to malls and main services.",6352180.00,63521.80,rent,408.00,2,1,2,1981,,,approved,3,3,5,6,5,"2025-12-25 08:48:27","2025-12-30 09:46:13",29.34144000,31.05143100
44,"فيلا للـ بيع في بالم هيلز الإسكندرية","Villa for sale in Palm Hills Alexandria","فيلا مستقلة رائعة بحديقة خاصة وحمام سباحة. الفيلا تقع في كمبوند هادئ وآمن، وتوفر خصوصية تامة. تتكون من طابقين وروف، مع مساحة معيشة كبيرة وغرف نوم ماستر.","Magnificent standalone villa with a private garden and swimming pool. The villa is located in a quiet and secure compound, offering complete privacy. It consists of two floors and a roof, with a large living area and master bedrooms.",7982184.00,79821.84,sale,123.00,5,4,0,1983,,,approved,6,3,2,6,6,"2025-12-25 08:48:27","2025-12-30 09:46:13",29.34024000,31.04893100
45,"شقة للـ إيجار في بالم هيلز الإسكندرية","Apartment for rent in Palm Hills Alexandria","وحدة تجارية (مكتب) في موقع حيوي بقلب المدينة. المكتب مجهز بالكامل وجاهز للعمل فوراً. المبنى حديث ويحتوي على مصاعد وأمن 24 ساعة، وقريب من وسائل المواصلات.","Commercial unit (office) in a vital location in the heart of the city. The office is fully equipped and ready for immediate work. The building is modern, featuring elevators and 24-hour security, and is close to transportation.",5803389.00,58033.89,rent,153.00,3,1,1,2010,,,approved,6,3,1,6,1,"2025-12-25 08:48:27","2025-12-30 09:46:13",29.33804000,31.06103100
46,"دوبلكس للـ بيع في بالم هيلز الإسكندرية","Duplex for sale in Palm Hills Alexandria","شاليه بإطلالة مباشرة على البحر، مثالي لقضاء العطلات الصيفية. الشاليه مفروش بالكامل بأثاث مودرن، ويحتوي على تراس كبير. الكمبوند به حمامات سباحة وخدمات ترفيهية.","Chalet with a direct sea view, perfect for summer vacations. The chalet is fully furnished with modern furniture and has a large terrace. The compound has swimming pools and recreational services.",2186236.00,21862.36,sale,303.00,5,1,2,2021,,,approved,5,3,6,6,8,"2025-12-25 08:48:27","2025-12-30 09:46:13",29.32634000,31.04993100
47,"بنتهاوس للـ إيجار في بالم هيلز الإسكندرية","Penthouse for rent in Palm Hills Alexandria","روف مميز بمساحة مبنية وتراس خارجي ضخم. يتمتع بفيو مفتوح ورائع للمدينة. فرصة مميزة لمحبي الخصوصية والهدوء وللإستمتاع بالهواء الطلق.","Distinctive penthouse with built-up area and a huge outdoor terrace. It enjoys a wonderful open view of the city. A unique opportunity for lovers of privacy and tranquility and enjoying the outdoors.",3283162.00,32831.62,rent,80.00,2,3,1,2016,,,approved,3,3,7,6,3,"2025-12-25 08:48:27","2025-12-30 09:46:13",29.33334000,31.04863100
