128,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,rent,300.00,15,2,3,2015,1000.00,500.00,pending,podyrabea53@gmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-05 12:47:58","2026-01-05 12:47:58",30.55550000,115.65445450
129,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,sale,300.00,15,2,3,2015,1000.00,500.00,approved,mohamed_ashraf4444@hotmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-07 13:51:31","2026-01-07 13:52:06",30.55550000,115.65445450
130,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,sale,300.00,15,2,3,2015,1000.00,500.00,pending,mohamed_ashraf4444@hotmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-12 10:27:49","2026-01-12 10:27:49",30.55550000,115.65445450
131,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,sale,300.00,15,2,3,2015,1000.00,500.00,sold,mohamed_ashraf4444@hotmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-12 10:40:57","2026-01-12 11:47:38",30.55550000,115.65445450
132,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,sale,300.00,15,2,3,2015,1000.00,500.00,pending,mohamed_ashraf4444@hotmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-12 11:49:30","2026-01-12 11:49:30",30.55550000,115.65445450
133,"شقة دوبكس",duplex,"كبيرة جدا","big area",2000000.00,50000.00,sale,300.00,15,2,3,2015,1000.00,500.00,approved,mohamed_ashraf4444@hotmail.com,القاهرة,فيلا,مراسي,"اعمار مصر","2026-01-12 11:56:05","2026-01-12 13:37:06",30.55550000,115.65445450
134,test,test,test,test,1000000.00,1000.00,sale,500.00,6,4,2,2010,200.00,220.00,approved,saeedramadan8282@gmail.com,"الساحل الشمالي",فيلا,بادية,"بالم هيلز","2026-01-13 16:04:46","2026-01-14 10:36:11",30.20000000,31.45550000
135,"شقة فاخرة للبيع في المعادي","Luxury Apartment for Sale in Maadi","شقة 3 غرف نوم وصالة كبيرة...","3 Bedroom apartment with large hall...",5000000.00,25000.00,sale,200.00,3,2,1,2023,,,approved,admin@admin.com,القاهرة,شقة,,,"2026-01-19 00:54:03","2026-01-19 00:54:03",,
136,"شقة فاخرة للبيع في المعادي","Luxury Apartment for Sale in Maadi","شقة 3 غرف نوم وصالة كبيرة...","3 Bedroom apartment with large hall...",5000000.00,25000.00,sale,200.00,3,2,1,2023,,,approved,admin@admin.com,القاهرة,شقة,,,"2026-01-19 01:02:04","2026-01-19 01:02:04",,
137,"شقة فاخرة للبيع في المعادي","Luxury Apartment for Sale in Maadi","شقة 3 غرف نوم وصالة كبيرة...","3 Bedroom apartment with large hall...",5000000.00,25000.00,sale,200.00,3,2,1,2023,,,approved,admin@admin.com,القاهرة,شقة,,,"2026-01-19 01:02:04","2026-01-19 01:02:04",,
138,"فيلا واسعة ","big villa","فيلا بالتجمع الخامس","villa in tagam3",9000000.00,20000.00,sale,1500.00,7,3,2,2010,300.00,2500.00,pending,,"الساحل الشمالي",فيلا,"المونت جلالة","اعمار مصر","2026-01-19 01:39:19","2026-01-19 01:39:19",30.20000000,130.85550000
139,"فيلا واسعة ",villa,"فيلا بالتجمع","villa in tagm3",10000000.00,30000.00,sale,600000.00,10,3,2,2010,50000.00,300000.00,approved,,"الشيخ زايد",فيلا,"المونت جلالة","اعمار مصر","2026-01-19 01:56:28","2026-01-19 01:56:28",30.20000000,130.85550000
